Unnamed: 0,raw_data,date,price,percent,district,small_district
0,"2011年12月房价
39416元/㎡
71.38%↑
龙岗
nanao",2011年12月房价,39416元/㎡,71.38%↑,龙岗,nanao
1,"2011年11月房价
22999元/㎡
12.32%↑
龙岗
nanao",2011年11月房价,22999元/㎡,12.32%↑,龙岗,nanao
2,"2011年10月房价
20476元/㎡
34.13%↓
龙岗
nanao",2011年10月房价,20476元/㎡,34.13%↓,龙岗,nanao
3,"2011年09月房价
31085元/㎡
57.83%↓
龙岗
nanao",2011年09月房价,31085元/㎡,57.83%↓,龙岗,nanao
4,"2011年08月房价
73722元/㎡
38.42%↑
龙岗
nanao",2011年08月房价,73722元/㎡,38.42%↑,龙岗,nanao
5,"2011年07月房价
53258元/㎡
31.99%↓
龙岗
nanao",2011年07月房价,53258元/㎡,31.99%↓,龙岗,nanao
6,"2011年06月房价
78311元/㎡
0.8%↓
龙岗
nanao",2011年06月房价,78311元/㎡,0.8%↓,龙岗,nanao
7,"2011年05月房价
78940元/㎡
3.57%↓
龙岗
nanao",2011年05月房价,78940元/㎡,3.57%↓,龙岗,nanao
8,"2011年04月房价
81864元/㎡
0.57%↑
龙岗
nanao",2011年04月房价,81864元/㎡,0.57%↑,龙岗,nanao
9,"2011年03月房价
81397元/㎡
14.43%↑
龙岗
nanao",2011年03月房价,81397元/㎡,14.43%↑,龙岗,nanao
10,"2011年02月房价
71134元/㎡
13.38%↓
龙岗
nanao",2011年02月房价,71134元/㎡,13.38%↓,龙岗,nanao
11,"2011年01月房价
82126元/㎡
3.96%↓
龙岗
nanao",2011年01月房价,82126元/㎡,3.96%↓,龙岗,nanao
0,"2019年12月房价
45755元/㎡
0.3%↓
罗湖
honghu",2019年12月房价,45755元/㎡,0.3%↓,罗湖,honghu
1,"2019年11月房价
45893元/㎡
0.85%↓
罗湖
honghu",2019年11月房价,45893元/㎡,0.85%↓,罗湖,honghu
2,"2019年10月房价
46285元/㎡
0.1%↑
罗湖
honghu",2019年10月房价,46285元/㎡,0.1%↑,罗湖,honghu
3,"2019年09月房价
46240元/㎡
5.02%↑
罗湖
honghu",2019年09月房价,46240元/㎡,5.02%↑,罗湖,honghu
4,"2019年08月房价
44031元/㎡
4.1%↓
罗湖
honghu",2019年08月房价,44031元/㎡,4.1%↓,罗湖,honghu
5,"2019年07月房价
45914元/㎡
4.26%↑
罗湖
honghu",2019年07月房价,45914元/㎡,4.26%↑,罗湖,honghu
6,"2019年06月房价
44039元/㎡
4.25%↓
罗湖
honghu",2019年06月房价,44039元/㎡,4.25%↓,罗湖,honghu
7,"2019年05月房价
45994元/㎡
0.22%↓
罗湖
honghu",2019年05月房价,45994元/㎡,0.22%↓,罗湖,honghu
8,"2019年04月房价
46098元/㎡
4.47%↓
罗湖
honghu",2019年04月房价,46098元/㎡,4.47%↓,罗湖,honghu
9,"2019年03月房价
48254元/㎡
1.6%↓
罗湖
honghu",2019年03月房价,48254元/㎡,1.6%↓,罗湖,honghu
10,"2019年02月房价
49040元/㎡
4.86%↑
罗湖
honghu",2019年02月房价,49040元/㎡,4.86%↑,罗湖,honghu
11,"2019年01月房价
46768元/㎡
1.95%↓
罗湖
honghu",2019年01月房价,46768元/㎡,1.95%↓,罗湖,honghu
0,"2016年12月房价
62963元/㎡
1.47%↓
福田
jingtian",2016年12月房价,62963元/㎡,1.47%↓,福田,jingtian
1,"2016年11月房价
63903元/㎡
1.33%↓
福田
jingtian",2016年11月房价,63903元/㎡,1.33%↓,福田,jingtian
2,"2016年10月房价
64767元/㎡
2.16%↑
福田
jingtian",2016年10月房价,64767元/㎡,2.16%↑,福田,jingtian
3,"2016年09月房价
63399元/㎡
2.29%↑
福田
jingtian",2016年09月房价,63399元/㎡,2.29%↑,福田,jingtian
4,"2016年08月房价
61981元/㎡
0.52%↓
福田
jingtian",2016年08月房价,61981元/㎡,0.52%↓,福田,jingtian
5,"2016年07月房价
62307元/㎡
0.71%↑
福田
jingtian",2016年07月房价,62307元/㎡,0.71%↑,福田,jingtian
6,"2016年06月房价
61864元/㎡
3.78%↓
福田
jingtian",2016年06月房价,61864元/㎡,3.78%↓,福田,jingtian
7,"2016年05月房价
64298元/㎡
0.81%↓
福田
jingtian",2016年05月房价,64298元/㎡,0.81%↓,福田,jingtian
8,"2016年04月房价
64823元/㎡
0.78%↓
福田
jingtian",2016年04月房价,64823元/㎡,0.78%↓,福田,jingtian
9,"2016年03月房价
65330元/㎡
3.57%↑
福田
jingtian",2016年03月房价,65330元/㎡,3.57%↑,福田,jingtian
10,"2016年02月房价
63076元/㎡
4.39%↑
福田
jingtian",2016年02月房价,63076元/㎡,4.39%↑,福田,jingtian
11,"2016年01月房价
60426元/㎡
9.7%↑
福田
jingtian",2016年01月房价,60426元/㎡,9.7%↑,福田,jingtian
0,"2019年12月房价
31384元/㎡
9.91%↓
龙岗
kuiyongw",2019年12月房价,31384元/㎡,9.91%↓,龙岗,kuiyongw
1,"2019年11月房价
34836元/㎡
1.33%↓
龙岗
kuiyongw",2019年11月房价,34836元/㎡,1.33%↓,龙岗,kuiyongw
2,"2019年10月房价
35307元/㎡
1.02%↓
龙岗
kuiyongw",2019年10月房价,35307元/㎡,1.02%↓,龙岗,kuiyongw
3,"2019年09月房价
35670元/㎡
1.11%↑
龙岗
kuiyongw",2019年09月房价,35670元/㎡,1.11%↑,龙岗,kuiyongw
4,"2019年08月房价
35278元/㎡
9.13%↓
龙岗
kuiyongw",2019年08月房价,35278元/㎡,9.13%↓,龙岗,kuiyongw
5,"2019年07月房价
38822元/㎡
4.36%↑
龙岗
kuiyongw",2019年07月房价,38822元/㎡,4.36%↑,龙岗,kuiyongw
6,"2019年06月房价
37201元/㎡
4.71%↑
龙岗
kuiyongw",2019年06月房价,37201元/㎡,4.71%↑,龙岗,kuiyongw
7,"2019年05月房价
35528元/㎡
0.99%↓
龙岗
kuiyongw",2019年05月房价,35528元/㎡,0.99%↓,龙岗,kuiyongw
8,"2019年04月房价
35885元/㎡
0.07%↑
龙岗
kuiyongw",2019年04月房价,35885元/㎡,0.07%↑,龙岗,kuiyongw
9,"2019年03月房价
35862元/㎡
1.2%↓
龙岗
kuiyongw",2019年03月房价,35862元/㎡,1.2%↓,龙岗,kuiyongw
10,"2019年02月房价
36299元/㎡
2.43%↓
龙岗
kuiyongw",2019年02月房价,36299元/㎡,2.43%↓,龙岗,kuiyongw
11,"2019年01月房价
37202元/㎡
0.1%↑
龙岗
kuiyongw",2019年01月房价,37202元/㎡,0.1%↑,龙岗,kuiyongw
0,"2018年12月房价
57428元/㎡
0.07%↓
福田
meilin",2018年12月房价,57428元/㎡,0.07%↓,福田,meilin
1,"2018年11月房价
57468元/㎡
0.18%↑
福田
meilin",2018年11月房价,57468元/㎡,0.18%↑,福田,meilin
2,"2018年10月房价
57364元/㎡
0.1%↑
福田
meilin",2018年10月房价,57364元/㎡,0.1%↑,福田,meilin
3,"2018年09月房价
57305元/㎡
--
福田
meilin",2018年09月房价,57305元/㎡,--,福田,meilin
4,"2018年08月房价
57304元/㎡
1.67%↑
福田
meilin",2018年08月房价,57304元/㎡,1.67%↑,福田,meilin
5,"2018年07月房价
56364元/㎡
0.39%↑
福田
meilin",2018年07月房价,56364元/㎡,0.39%↑,福田,meilin
6,"2018年06月房价
56145元/㎡
1.66%↑
福田
meilin",2018年06月房价,56145元/㎡,1.66%↑,福田,meilin
7,"2018年05月房价
55226元/㎡
2.11%↑
福田
meilin",2018年05月房价,55226元/㎡,2.11%↑,福田,meilin
8,"2018年04月房价
54087元/㎡
1.7%↓
福田
meilin",2018年04月房价,54087元/㎡,1.7%↓,福田,meilin
9,"2018年03月房价
55022元/㎡
12.83%↓
福田
meilin",2018年03月房价,55022元/㎡,12.83%↓,福田,meilin
10,"2018年02月房价
63122元/㎡
4.43%↑
福田
meilin",2018年02月房价,63122元/㎡,4.43%↑,福田,meilin
11,"2018年01月房价
60444元/㎡
7.2%↑
福田
meilin",2018年01月房价,60444元/㎡,7.2%↑,福田,meilin
0,"2012年12月房价
28153元/㎡
1.73%↑
南山
houhai",2012年12月房价,28153元/㎡,1.73%↑,南山,houhai
1,"2012年11月房价
27675元/㎡
2.69%↑
南山
houhai",2012年11月房价,27675元/㎡,2.69%↑,南山,houhai
2,"2012年10月房价
26950元/㎡
0.06%↑
南山
houhai",2012年10月房价,26950元/㎡,0.06%↑,南山,houhai
3,"2012年09月房价
26935元/㎡
1.52%↑
南山
houhai",2012年09月房价,26935元/㎡,1.52%↑,南山,houhai
4,"2012年08月房价
26532元/㎡
0.39%↑
南山
houhai",2012年08月房价,26532元/㎡,0.39%↑,南山,houhai
5,"2012年07月房价
26428元/㎡
2.16%↑
南山
houhai",2012年07月房价,26428元/㎡,2.16%↑,南山,houhai
6,"2012年06月房价
25868元/㎡
0.06%↑
南山
houhai",2012年06月房价,25868元/㎡,0.06%↑,南山,houhai
7,"2012年05月房价
25852元/㎡
1.61%↑
南山
houhai",2012年05月房价,25852元/㎡,1.61%↑,南山,houhai
8,"2012年04月房价
25442元/㎡
3.15%↓
南山
houhai",2012年04月房价,25442元/㎡,3.15%↓,南山,houhai
9,"2012年03月房价
26270元/㎡
1.64%↑
南山
houhai",2012年03月房价,26270元/㎡,1.64%↑,南山,houhai
10,"2012年02月房价
25846元/㎡
3.56%↑
南山
houhai",2012年02月房价,25846元/㎡,3.56%↑,南山,houhai
11,"2012年01月房价
24957元/㎡
--
南山
houhai",2012年01月房价,24957元/㎡,--,南山,houhai
0,"2018年12月房价
49356元/㎡
1.09%↓
盐田
shatoujiao",2018年12月房价,49356元/㎡,1.09%↓,盐田,shatoujiao
1,"2018年11月房价
49899元/㎡
1.07%↓
盐田
shatoujiao",2018年11月房价,49899元/㎡,1.07%↓,盐田,shatoujiao
2,"2018年10月房价
50439元/㎡
0.83%↑
盐田
shatoujiao",2018年10月房价,50439元/㎡,0.83%↑,盐田,shatoujiao
3,"2018年09月房价
50023元/㎡
0.2%↓
盐田
shatoujiao",2018年09月房价,50023元/㎡,0.2%↓,盐田,shatoujiao
4,"2018年08月房价
50123元/㎡
0.05%↓
盐田
shatoujiao",2018年08月房价,50123元/㎡,0.05%↓,盐田,shatoujiao
5,"2018年07月房价
50149元/㎡
0.09%↑
盐田
shatoujiao",2018年07月房价,50149元/㎡,0.09%↑,盐田,shatoujiao
6,"2018年06月房价
50105元/㎡
1.04%↑
盐田
shatoujiao",2018年06月房价,50105元/㎡,1.04%↑,盐田,shatoujiao
7,"2018年05月房价
49587元/㎡
2.38%↓
盐田
shatoujiao",2018年05月房价,49587元/㎡,2.38%↓,盐田,shatoujiao
8,"2018年04月房价
50796元/㎡
1.18%↓
盐田
shatoujiao",2018年04月房价,50796元/㎡,1.18%↓,盐田,shatoujiao
9,"2018年03月房价
51402元/㎡
11.32%↓
盐田
shatoujiao",2018年03月房价,51402元/㎡,11.32%↓,盐田,shatoujiao
10,"2018年02月房价
57966元/㎡
7.53%↑
盐田
shatoujiao",2018年02月房价,57966元/㎡,7.53%↑,盐田,shatoujiao
11,"2018年01月房价
53905元/㎡
7.96%↑
盐田
shatoujiao",2018年01月房价,53905元/㎡,7.96%↑,盐田,shatoujiao
0,"2018年12月房价
39450元/㎡
2.3%↓
盐田
yantians",2018年12月房价,39450元/㎡,2.3%↓,盐田,yantians
1,"2018年11月房价
40379元/㎡
2.34%↓
盐田
yantians",2018年11月房价,40379元/㎡,2.34%↓,盐田,yantians
2,"2018年10月房价
41348元/㎡
0.08%↑
盐田
yantians",2018年10月房价,41348元/㎡,0.08%↑,盐田,yantians
3,"2018年09月房价
41315元/㎡
1.8%↑
盐田
yantians",2018年09月房价,41315元/㎡,1.8%↑,盐田,yantians
4,"2018年08月房价
40585元/㎡
0.96%↓
盐田
yantians",2018年08月房价,40585元/㎡,0.96%↓,盐田,yantians
5,"2018年07月房价
40977元/㎡
4.84%↑
盐田
yantians",2018年07月房价,40977元/㎡,4.84%↑,盐田,yantians
6,"2018年06月房价
39084元/㎡
2.76%↑
盐田
yantians",2018年06月房价,39084元/㎡,2.76%↑,盐田,yantians
7,"2018年05月房价
38035元/㎡
2.6%↓
盐田
yantians",2018年05月房价,38035元/㎡,2.6%↓,盐田,yantians
8,"2018年04月房价
39049元/㎡
2.84%↓
盐田
yantians",2018年04月房价,39049元/㎡,2.84%↓,盐田,yantians
9,"2018年03月房价
40192元/㎡
9.34%↓
盐田
yantians",2018年03月房价,40192元/㎡,9.34%↓,盐田,yantians
10,"2018年02月房价
44334元/㎡
5.32%↑
盐田
yantians",2018年02月房价,44334元/㎡,5.32%↑,盐田,yantians
11,"2018年01月房价
42094元/㎡
9.83%↑
盐田
yantians",2018年01月房价,42094元/㎡,9.83%↑,盐田,yantians
0,"2020年11月房价
27625元/㎡
0.25%↑
宝安中心
fuyong",2020年11月房价,27625元/㎡,0.25%↑,宝安中心,fuyong
1,"2020年10月房价
27557元/㎡
0.28%↑
宝安中心
fuyong",2020年10月房价,27557元/㎡,0.28%↑,宝安中心,fuyong
2,"2020年09月房价
27481元/㎡
0.26%↑
宝安中心
fuyong",2020年09月房价,27481元/㎡,0.26%↑,宝安中心,fuyong
3,"2020年08月房价
27411元/㎡
0.19%↑
宝安中心
fuyong",2020年08月房价,27411元/㎡,0.19%↑,宝安中心,fuyong
4,"2020年07月房价
27358元/㎡
0.54%↑
宝安中心
fuyong",2020年07月房价,27358元/㎡,0.54%↑,宝安中心,fuyong
5,"2020年06月房价
27212元/㎡
0.34%↑
宝安中心
fuyong",2020年06月房价,27212元/㎡,0.34%↑,宝安中心,fuyong
6,"2020年05月房价
27121元/㎡
0.27%↑
宝安中心
fuyong",2020年05月房价,27121元/㎡,0.27%↑,宝安中心,fuyong
7,"2020年04月房价
27048元/㎡
4.86%↓
宝安中心
fuyong",2020年04月房价,27048元/㎡,4.86%↓,宝安中心,fuyong
8,"2020年03月房价
28431元/㎡
0.3%↑
宝安中心
fuyong",2020年03月房价,28431元/㎡,0.3%↑,宝安中心,fuyong
9,"2020年02月房价
28347元/㎡
0.32%↑
宝安中心
fuyong",2020年02月房价,28347元/㎡,0.32%↑,宝安中心,fuyong
10,"2020年01月房价
28258元/㎡
6.7%↓
宝安中心
fuyong",2020年01月房价,28258元/㎡,6.7%↓,宝安中心,fuyong
0,"2017年12月房价
48415元/㎡
1.64%↓
龙华
mingzhi",2017年12月房价,48415元/㎡,1.64%↓,龙华,mingzhi
1,"2017年11月房价
49220元/㎡
3.64%↓
龙华
mingzhi",2017年11月房价,49220元/㎡,3.64%↓,龙华,mingzhi
2,"2017年10月房价
51076元/㎡
0.67%↓
龙华
mingzhi",2017年10月房价,51076元/㎡,0.67%↓,龙华,mingzhi
3,"2017年09月房价
51422元/㎡
0.52%↑
龙华
mingzhi",2017年09月房价,51422元/㎡,0.52%↑,龙华,mingzhi
4,"2017年08月房价
51154元/㎡
0.2%↓
龙华
mingzhi",2017年08月房价,51154元/㎡,0.2%↓,龙华,mingzhi
5,"2017年07月房价
51256元/㎡
0.22%↑
龙华
mingzhi",2017年07月房价,51256元/㎡,0.22%↑,龙华,mingzhi
6,"2017年06月房价
51145元/㎡
2.45%↑
龙华
mingzhi",2017年06月房价,51145元/㎡,2.45%↑,龙华,mingzhi
7,"2017年05月房价
49921元/㎡
0.78%↑
龙华
mingzhi",2017年05月房价,49921元/㎡,0.78%↑,龙华,mingzhi
8,"2017年04月房价
49532元/㎡
3.41%↑
龙华
mingzhi",2017年04月房价,49532元/㎡,3.41%↑,龙华,mingzhi
9,"2017年03月房价
47899元/㎡
1.96%↑
龙华
mingzhi",2017年03月房价,47899元/㎡,1.96%↑,龙华,mingzhi
10,"2017年02月房价
46980元/㎡
0.55%↑
龙华
mingzhi",2017年02月房价,46980元/㎡,0.55%↑,龙华,mingzhi
11,"2017年01月房价
46724元/㎡
0.38%↓
龙华
mingzhi",2017年01月房价,46724元/㎡,0.38%↓,龙华,mingzhi
0,"2016年12月房价
9052元/㎡
2.42%↓
宝安中心
shajing",2016年12月房价,9052元/㎡,2.42%↓,宝安中心,shajing
1,"2016年11月房价
9277元/㎡
13.77%↑
宝安中心
shajing",2016年11月房价,9277元/㎡,13.77%↑,宝安中心,shajing
2,"2016年10月房价
8154元/㎡
8.16%↑
宝安中心
shajing",2016年10月房价,8154元/㎡,8.16%↑,宝安中心,shajing
3,"2016年09月房价
7539元/㎡
1.87%↑
宝安中心
shajing",2016年09月房价,7539元/㎡,1.87%↑,宝安中心,shajing
4,"2016年08月房价
7400元/㎡
2.22%↑
宝安中心
shajing",2016年08月房价,7400元/㎡,2.22%↑,宝安中心,shajing
5,"2016年07月房价
7240元/㎡
2%↓
宝安中心
shajing",2016年07月房价,7240元/㎡,2%↓,宝安中心,shajing
6,"2016年06月房价
7387元/㎡
1.69%↑
宝安中心
shajing",2016年06月房价,7387元/㎡,1.69%↑,宝安中心,shajing
7,"2016年05月房价
7265元/㎡
1.69%↓
宝安中心
shajing",2016年05月房价,7265元/㎡,1.69%↓,宝安中心,shajing
8,"2016年04月房价
7389元/㎡
2.43%↓
宝安中心
shajing",2016年04月房价,7389元/㎡,2.43%↓,宝安中心,shajing
9,"2016年03月房价
7574元/㎡
3.16%↑
宝安中心
shajing",2016年03月房价,7574元/㎡,3.16%↑,宝安中心,shajing
10,"2016年02月房价
7342元/㎡
3.83%↑
宝安中心
shajing",2016年02月房价,7342元/㎡,3.83%↑,宝安中心,shajing
11,"2016年01月房价
7071元/㎡
7.35%↑
宝安中心
shajing",2016年01月房价,7071元/㎡,7.35%↑,宝安中心,shajing
0,"2017年12月房价
71869元/㎡
3.39%↑
罗湖
yinhu",2017年12月房价,71869元/㎡,3.39%↑,罗湖,yinhu
1,"2017年11月房价
69510元/㎡
8.43%↑
罗湖
yinhu",2017年11月房价,69510元/㎡,8.43%↑,罗湖,yinhu
2,"2017年10月房价
64105元/㎡
16.97%↓
罗湖
yinhu",2017年10月房价,64105元/㎡,16.97%↓,罗湖,yinhu
3,"2017年09月房价
77211元/㎡
1.36%↑
罗湖
yinhu",2017年09月房价,77211元/㎡,1.36%↑,罗湖,yinhu
4,"2017年08月房价
76175元/㎡
15.63%↓
罗湖
yinhu",2017年08月房价,76175元/㎡,15.63%↓,罗湖,yinhu
5,"2017年07月房价
90284元/㎡
7.37%↑
罗湖
yinhu",2017年07月房价,90284元/㎡,7.37%↑,罗湖,yinhu
6,"2017年06月房价
84089元/㎡
10.92%↑
罗湖
yinhu",2017年06月房价,84089元/㎡,10.92%↑,罗湖,yinhu
7,"2017年05月房价
75813元/㎡
17.54%↑
罗湖
yinhu",2017年05月房价,75813元/㎡,17.54%↑,罗湖,yinhu
8,"2017年04月房价
64497元/㎡
24.73%↓
罗湖
yinhu",2017年04月房价,64497元/㎡,24.73%↓,罗湖,yinhu
9,"2017年03月房价
85688元/㎡
327.41%↑
罗湖
yinhu",2017年03月房价,85688元/㎡,327.41%↑,罗湖,yinhu
10,"2017年02月房价
20048元/㎡
139.59%↑
罗湖
yinhu",2017年02月房价,20048元/㎡,139.59%↑,罗湖,yinhu
11,"2017年01月房价
8367元/㎡
1.64%↓
罗湖
yinhu",2017年01月房价,8367元/㎡,1.64%↓,罗湖,yinhu
0,"2020年11月房价
99291元/㎡
1.32%↑
罗湖
yinhu",2020年11月房价,99291元/㎡,1.32%↑,罗湖,yinhu
1,"2020年10月房价
98001元/㎡
0.88%↑
罗湖
yinhu",2020年10月房价,98001元/㎡,0.88%↑,罗湖,yinhu
2,"2020年09月房价
97150元/㎡
2.18%↑
罗湖
yinhu",2020年09月房价,97150元/㎡,2.18%↑,罗湖,yinhu
3,"2020年08月房价
95076元/㎡
3%↑
罗湖
yinhu",2020年08月房价,95076元/㎡,3%↑,罗湖,yinhu
4,"2020年07月房价
92311元/㎡
5.99%↓
罗湖
yinhu",2020年07月房价,92311元/㎡,5.99%↓,罗湖,yinhu
5,"2020年06月房价
98191元/㎡
--
罗湖
yinhu",2020年06月房价,98191元/㎡,--,罗湖,yinhu
6,"2020年05月房价
98189元/㎡
0.05%↓
罗湖
yinhu",2020年05月房价,98189元/㎡,0.05%↓,罗湖,yinhu
7,"2020年04月房价
98238元/㎡
0.32%↓
罗湖
yinhu",2020年04月房价,98238元/㎡,0.32%↓,罗湖,yinhu
8,"2020年03月房价
98549元/㎡
2.36%↑
罗湖
yinhu",2020年03月房价,98549元/㎡,2.36%↑,罗湖,yinhu
9,"2020年02月房价
96273元/㎡
4.18%↑
罗湖
yinhu",2020年02月房价,96273元/㎡,4.18%↑,罗湖,yinhu
10,"2020年01月房价
92410元/㎡
5.74%↓
罗湖
yinhu",2020年01月房价,92410元/㎡,5.74%↓,罗湖,yinhu
0,"2017年12月房价
23131元/㎡
4.32%↓
龙岗
pingdi",2017年12月房价,23131元/㎡,4.32%↓,龙岗,pingdi
1,"2017年11月房价
24177元/㎡
0.83%↑
龙岗
pingdi",2017年11月房价,24177元/㎡,0.83%↑,龙岗,pingdi
2,"2017年10月房价
23977元/㎡
8.66%↑
龙岗
pingdi",2017年10月房价,23977元/㎡,8.66%↑,龙岗,pingdi
3,"2017年09月房价
22066元/㎡
0.29%↓
龙岗
pingdi",2017年09月房价,22066元/㎡,0.29%↓,龙岗,pingdi
4,"2017年08月房价
22130元/㎡
2.65%↑
龙岗
pingdi",2017年08月房价,22130元/㎡,2.65%↑,龙岗,pingdi
5,"2017年07月房价
21558元/㎡
23.11%↑
龙岗
pingdi",2017年07月房价,21558元/㎡,23.11%↑,龙岗,pingdi
6,"2017年06月房价
17511元/㎡
3.95%↑
龙岗
pingdi",2017年06月房价,17511元/㎡,3.95%↑,龙岗,pingdi
7,"2017年05月房价
16847元/㎡
1.91%↑
龙岗
pingdi",2017年05月房价,16847元/㎡,1.91%↑,龙岗,pingdi
8,"2017年04月房价
16531元/㎡
31.63%↑
龙岗
pingdi",2017年04月房价,16531元/㎡,31.63%↑,龙岗,pingdi
9,"2017年03月房价
12558元/㎡
2.93%↑
龙岗
pingdi",2017年03月房价,12558元/㎡,2.93%↑,龙岗,pingdi
10,"2017年02月房价
12201元/㎡
4.57%↓
龙岗
pingdi",2017年02月房价,12201元/㎡,4.57%↓,龙岗,pingdi
11,"2017年01月房价
12786元/㎡
15.59%↑
龙岗
pingdi",2017年01月房价,12786元/㎡,15.59%↑,龙岗,pingdi
0,"2011年12月房价
25520元/㎡
2.53%↓
福田
yuanling",2011年12月房价,25520元/㎡,2.53%↓,福田,yuanling
1,"2011年11月房价
26182元/㎡
6.1%↓
福田
yuanling",2011年11月房价,26182元/㎡,6.1%↓,福田,yuanling
2,"2011年10月房价
27882元/㎡
1.29%↓
福田
yuanling",2011年10月房价,27882元/㎡,1.29%↓,福田,yuanling
3,"2011年09月房价
28246元/㎡
3.51%↑
福田
yuanling",2011年09月房价,28246元/㎡,3.51%↑,福田,yuanling
4,"2011年08月房价
27288元/㎡
0.19%↑
福田
yuanling",2011年08月房价,27288元/㎡,0.19%↑,福田,yuanling
5,"2011年07月房价
27235元/㎡
0.81%↑
福田
yuanling",2011年07月房价,27235元/㎡,0.81%↑,福田,yuanling
6,"2011年06月房价
27017元/㎡
2.03%↑
福田
yuanling",2011年06月房价,27017元/㎡,2.03%↑,福田,yuanling
7,"2011年05月房价
26480元/㎡
0.6%↑
福田
yuanling",2011年05月房价,26480元/㎡,0.6%↑,福田,yuanling
8,"2011年04月房价
26321元/㎡
0.14%↑
福田
yuanling",2011年04月房价,26321元/㎡,0.14%↑,福田,yuanling
9,"2011年03月房价
26284元/㎡
9.39%↑
福田
yuanling",2011年03月房价,26284元/㎡,9.39%↑,福田,yuanling
10,"2011年02月房价
24027元/㎡
1.47%↑
福田
yuanling",2011年02月房价,24027元/㎡,1.47%↑,福田,yuanling
11,"2011年01月房价
23680元/㎡
0.93%↓
福田
yuanling",2011年01月房价,23680元/㎡,0.93%↓,福田,yuanling
0,"2018年12月房价
25580元/㎡
0.66%↓
龙岗
dapengw",2018年12月房价,25580元/㎡,0.66%↓,龙岗,dapengw
1,"2018年11月房价
25750元/㎡
6.43%↓
龙岗
dapengw",2018年11月房价,25750元/㎡,6.43%↓,龙岗,dapengw
2,"2018年10月房价
27520元/㎡
4.81%↑
龙岗
dapengw",2018年10月房价,27520元/㎡,4.81%↑,龙岗,dapengw
3,"2018年09月房价
26257元/㎡
2.44%↑
龙岗
dapengw",2018年09月房价,26257元/㎡,2.44%↑,龙岗,dapengw
4,"2018年08月房价
25632元/㎡
0.84%↓
龙岗
dapengw",2018年08月房价,25632元/㎡,0.84%↓,龙岗,dapengw
5,"2018年07月房价
25850元/㎡
21.79%↑
龙岗
dapengw",2018年07月房价,25850元/㎡,21.79%↑,龙岗,dapengw
6,"2018年06月房价
21225元/㎡
87.28%↑
龙岗
dapengw",2018年06月房价,21225元/㎡,87.28%↑,龙岗,dapengw
7,"2018年05月房价
11333元/㎡
5.4%↑
龙岗
dapengw",2018年05月房价,11333元/㎡,5.4%↑,龙岗,dapengw
8,"2018年04月房价
10753元/㎡
18.92%↑
龙岗
dapengw",2018年04月房价,10753元/㎡,18.92%↑,龙岗,dapengw
9,"2018年03月房价
9042元/㎡
53.14%↓
龙岗
dapengw",2018年03月房价,9042元/㎡,53.14%↓,龙岗,dapengw
10,"2018年02月房价
19295元/㎡
30.63%↑
龙岗
dapengw",2018年02月房价,19295元/㎡,30.63%↑,龙岗,dapengw
11,"2018年01月房价
14770元/㎡
26.46%↓
龙岗
dapengw",2018年01月房价,14770元/㎡,26.46%↓,龙岗,dapengw
0,"2017年12月房价
42219元/㎡
0.02%↓
罗湖
sungang",2017年12月房价,42219元/㎡,0.02%↓,罗湖,sungang
1,"2017年11月房价
42227元/㎡
0.19%↑
罗湖
sungang",2017年11月房价,42227元/㎡,0.19%↑,罗湖,sungang
2,"2017年10月房价
42148元/㎡
1.71%↓
罗湖
sungang",2017年10月房价,42148元/㎡,1.71%↓,罗湖,sungang
3,"2017年09月房价
42882元/㎡
--
罗湖
sungang",2017年09月房价,42882元/㎡,--,罗湖,sungang
4,"2017年08月房价
42882元/㎡
2.16%↓
罗湖
sungang",2017年08月房价,42882元/㎡,2.16%↓,罗湖,sungang
5,"2017年07月房价
43829元/㎡
2.37%↑
罗湖
sungang",2017年07月房价,43829元/㎡,2.37%↑,罗湖,sungang
6,"2017年06月房价
42813元/㎡
0.52%↑
罗湖
sungang",2017年06月房价,42813元/㎡,0.52%↑,罗湖,sungang
7,"2017年05月房价
42592元/㎡
0.91%↓
罗湖
sungang",2017年05月房价,42592元/㎡,0.91%↓,罗湖,sungang
8,"2017年04月房价
42983元/㎡
0.15%↓
罗湖
sungang",2017年04月房价,42983元/㎡,0.15%↓,罗湖,sungang
9,"2017年03月房价
43046元/㎡
4.85%↓
罗湖
sungang",2017年03月房价,43046元/㎡,4.85%↓,罗湖,sungang
10,"2017年02月房价
45238元/㎡
0.68%↓
罗湖
sungang",2017年02月房价,45238元/㎡,0.68%↓,罗湖,sungang
11,"2017年01月房价
45550元/㎡
0.06%↑
罗湖
sungang",2017年01月房价,45550元/㎡,0.06%↑,罗湖,sungang
0,"2020年11月房价
34232元/㎡
1.51%↑
龙岗
kuiyongw",2020年11月房价,34232元/㎡,1.51%↑,龙岗,kuiyongw
1,"2020年10月房价
33725元/㎡
2.8%↓
龙岗
kuiyongw",2020年10月房价,33725元/㎡,2.8%↓,龙岗,kuiyongw
2,"2020年09月房价
34697元/㎡
3.45%↓
龙岗
kuiyongw",2020年09月房价,34697元/㎡,3.45%↓,龙岗,kuiyongw
3,"2020年08月房价
35939元/㎡
2.39%↑
龙岗
kuiyongw",2020年08月房价,35939元/㎡,2.39%↑,龙岗,kuiyongw
